x,y
4044.0,0.0
3901.0,0.0
3749.0,0.0
3585.0,0.0
3465.0,0.0
3232.0,0.0
3138.0,0.0
3085.0,0.0
3003.0,0.0
2982.0,0.0
2754.0,0.0
2671.0,0.0
2401.0,0.0
2317.0,0.0
2083.0,0.0
1565.0,0.0
1548.0,0.0
1372.0,0.0
1365.0,0.0
1284.0,0.0
1064.0,0.0
906.0,0.0
870.0,0.0
763.0,0.0
751.0,0.0
736.0,0.0
724.0,0.0
707.0,0.0
593.0,0.0
422.0,0.0
321.0,0.0
316.0,0.0
280.0,0.0
266.0,0.0
204.0,0.0
109.0,0.0
101.0,0.0
0.0,0.0
0.0,2.0
223.0,3.0
4794.0,15.0
8686.0,11.0
15997.0,16.0
22039.0,12.0
25043.0,10.0
26835.0,10.0
40729.0,14.0
45282.0,9.0
44105.0,5.0
29059.0,4.0
21348.0,0.0
10612.0,0.0
9012.0,0.0
8581.0,0.0
8487.0,0.0
8451.0,0.0
7422.0,0.0
7398.0,0.0
7282.0,0.0
7247.0,0.0
7156.0,0.0
6278.0,0.0
6235.0,0.0
6035.0,0.0
5711.0,0.0
5626.0,0.0
5541.0,0.0
5486.0,0.0
5485.0,0.0
5325.0,0.0
5110.0,0.0
4933.0,0.0
4819.0,0.0
4647.0,0.0
4436.0,0.0
4370.0,0.0
4260.0,0.0
4204.0,0.0
4197.0,0.0
4150.0,0.0
4129.0,0.0
4044.0,0.0
